pk_product,fk_category,name_length,description_length,imgs_qty,last_updated
5c3f833c3941c6353fd0cc51686a1101,3,54,1785,1,2025-03-21 14:58:29
cb57afec681197430ddab41d90304aba,7,55,416,1,2025-03-21 14:58:29
ffa5d8273d8e03363bb4014de3f89dce,23,50,619,5,2025-03-21 14:58:29
2c71e9b9845634cb1ea6285a8f3cbf50,25,54,381,2,2025-03-21 14:58:29
31a3ac2bdbd4af5074e25c5e92ca71ab,16,57,707,1,2025-03-21 14:58:29
2500fb88ba75d71bd264e88b4da5b44b,9,55,370,1,2025-03-21 14:58:29
95b6e8160fbea38f306a26e66a6465a3,4,59,555,1,2025-03-21 14:58:29
003128f981470c3e5a2e7445e4a771cd,7,59,1100,6,2025-03-21 14:58:29
8058b0067728a211c68874081e7352d4,7,56,1720,1,2025-03-21 14:58:29
57b46ac6f5503699255bab6cdde8222f,5,58,184,1,2025-03-21 14:58:29
3ac52f93c2299daa201fbb7ff36546f7,3,60,401,2,2025-03-21 14:58:29
ac4005f3f9d2fba6bb8feb0ee1dc1395,5,30,167,1,2025-03-21 14:58:29
45af837344fa95e1fb3a840e9ffd8bf4,7,49,515,1,2025-03-21 14:58:29
375478581c97832540b9209722a32058,12,60,566,1,2025-03-21 14:58:29
d31bf2a9527a3b785e229da07cbb86af,5,30,299,2,2025-03-21 14:58:29
fe705ffbaa3804c5562b8b1046157a6c,2,46,803,1,2025-03-21 14:58:29
155eae0f604655ce68005b34cb88b7c9,16,52,3500,3,2025-03-21 14:58:29
e9896cd67d67e394cc2d3b0ecfd11eb2,10,56,488,3,2025-03-21 14:58:29
2eb9b2ef7c1da3c7b99702452ea4729f,14,64,547,3,2025-03-21 14:58:29
709839bfd3ba2c923015e0a5de970a7d,2,32,1883,1,2025-03-21 14:58:29
fc5c33cddd49638580cfe9fec90aa943,12,16,978,1,2025-03-21 14:58:29
2fad6925ba23d76e45c9496828e62a79,5,59,760,2,2025-03-21 14:58:29
1ffe0f57d9bad302d252f7df6d6d29fc,4,59,1391,3,2025-03-21 14:58:29
49feeab25d6531f4bbd4e9e7c926cf36,10,48,731,1,2025-03-21 14:58:29
aeb4a18fc6dad1f6cb6474d69f634ad2,5,55,617,1,2025-03-21 14:58:29
58493ca240e8c701678576a04c2d6336,25,52,537,1,2025-03-21 14:58:29
b7ffd29379437fd3b580dd2deb8e50c4,5,59,497,2,2025-03-21 14:58:29
0dc7e2749b6f2da894167fc88c86a2cc,15,30,1155,1,2025-03-21 14:58:29
146a4eb8f7cef9788fecff10b104dec3,28,10,2068,1,2025-03-21 14:58:29
1ed390fc2e1df06251341c288d315eea,7,56,1236,1,2025-03-21 14:58:29
693567e68c0e3d72dc3ae88159aeed6c,6,54,315,1,2025-03-21 14:58:29
c9cfa62f6407e7bad1a59a8ad7255d4e,9,56,214,2,2025-03-21 14:58:29
94e25ee525bdcdce608d423d902a0372,11,58,457,3,2025-03-21 14:58:29
a53e969a04fa632529307e0e04d4c68a,3,54,90,2,2025-03-21 14:58:29
b8fd372c103037c02e9898f76ba0ab4c,20,35,240,3,2025-03-21 14:58:29
3512f777c335f8297b5ad43416b69cf8,5,49,476,1,2025-03-21 14:58:29
ccf965dc2dedc243ce245610ffcc1e6b,6,33,106,2,2025-03-21 14:58:29
66f01f544ba693e1a1a7428caec79279,6,54,757,6,2025-03-21 14:58:29
7aeaa8f3e592e380c420e8910a717255,21,37,1642,10,2025-03-21 14:58:29
7f6f8bdeee8ab42b5b4873b754f22a15,13,41,312,2,2025-03-21 14:58:29
c7b17e51e4a7c527e89a7d5cf6f2415a,16,56,1133,1,2025-03-21 14:58:29
3099fd60323d4c647f2515690394bfb2,2,41,1109,1,2025-03-21 14:58:29
446e83f3f31931e9eda31363bde07293,6,55,595,1,2025-03-21 14:58:29
44dc6124432da8482da2977dbfa88f59,2,59,1343,2,2025-03-21 14:58:29
dd28e3f8ffd0e519d30839eb27ccfae3,3,55,956,3,2025-03-21 14:58:29
a853bf1a5f8d9f04f5df123168164720,28,63,1071,7,2025-03-21 14:58:29
8f4735c09292c695473969af57466365,10,60,83,1,2025-03-21 14:58:29
bcac2cdcd851929a5caa3e1508d5abc9,5,45,928,1,2025-03-21 14:58:29
dfb6e01f3415c48d80b21a9c1dd97697,16,59,274,1,2025-03-21 14:58:29
1cee940750667f29c969974d268656f8,2,41,1918,1,2025-03-21 14:58:29
b15b38f8a24ce6254dfa5bc5a06f18c5,4,50,214,4,2025-03-21 14:58:29
ca4a58d8a97a4e1c5822292d4cfcb4b6,10,35,385,1,2025-03-21 14:58:29
e4f7023069a24c2297617d935f783a5c,3,52,294,2,2025-03-21 14:58:29
224e8e64188b2731d83c3f5bfebd29d3,16,54,118,1,2025-03-21 14:58:29
ace5d86cf1ac63cdb76f49e5cd23d2f8,6,60,473,1,2025-03-21 14:58:29
4462167dca28740ae5078b9dce00f199,4,50,520,2,2025-03-21 14:58:29
1965752f8e30a01b19fea24c2577ad0d,11,28,528,1,2025-03-21 14:58:29
385a33a408e9c35c9fbc2025c12f3784,3,52,967,1,2025-03-21 14:58:29
6dbcbca84288705e65660c9b4f369134,15,42,1604,1,2025-03-21 14:58:29
337be49673e511e2bd38d390cf57d7c4,10,53,542,2,2025-03-21 14:58:29
124a15d998dfe011681819d7c792f7bb,2,60,180,1,2025-03-21 14:58:29
5cab8d5ca731b3de4c23b8b13b04e594,15,32,122,2,2025-03-21 14:58:29
1dd3a0b856546758b41e8ef9935f1831,5,53,532,1,2025-03-21 14:58:29
85d187257cdbf2692d10649a11c7e78b,10,47,414,1,2025-03-21 14:58:29
23b3e6e0aafa806f323de78534212b67,16,34,1007,5,2025-03-21 14:58:29
8bf5b1e066d9fb2a639f8f69d55a370d,4,55,1440,1,2025-03-21 14:58:29
cc3181a81384b6fc34602d49cb6068a6,21,33,94,1,2025-03-21 14:58:29
ddddff18d8f990347156c317421df46d,10,47,114,1,2025-03-21 14:58:29
5c17022eddee34a164a87606a586dd8b,6,39,400,1,2025-03-21 14:58:29
26a5c56121a055cfa75ae4f9e324c024,4,56,199,2,2025-03-21 14:58:29
f7e0b1caf4e8709c62147484d5b1aa6a,8,55,310,3,2025-03-21 14:58:29
9af87df86e72ade39565a7b20d8cecd3,2,40,774,1,2025-03-21 14:58:29
4e9e7d1bed5934971a6ac480a0f5069f,23,35,503,2,2025-03-21 14:58:29
2e04efb6656990084af256e304d9a573,10,54,1632,6,2025-03-21 14:58:29
74291f20821eae2aacb949b41622ef52,8,42,155,1,2025-03-21 14:58:29
5a719c85a2cad2da6076ea511aa4023f,3,60,1873,1,2025-03-21 14:58:29
1ee079ac734051dc6b17c085dc203b0c,17,57,2259,1,2025-03-21 14:58:29
17597731049645b4a7cd01de0b4188d5,15,50,690,1,2025-03-21 14:58:29
4a9947ec1fcec2b3321193ed5590e8cb,10,42,576,3,2025-03-21 14:58:29
d0c59b22539b0b391e5834a1dae7caa8,15,35,272,2,2025-03-21 14:58:29
4df4e2fa82369cf0ba8bb28833d44848,6,49,199,4,2025-03-21 14:58:29
4c35791f944cf1550e8ae288b3f9e258,3,53,514,3,2025-03-21 14:58:29
eb6913790ee61d3d4d8dffcbbedea827,23,57,1268,2,2025-03-21 14:58:29
5b76cbb9c422e9f3920a1a75a88f0cf0,5,28,102,1,2025-03-21 14:58:29
ea697d5bbca113fdf96cf66f7aa135c8,2,36,668,1,2025-03-21 14:58:29
64df6c5d4c7440a043e13fa796eb4ac4,13,60,466,7,2025-03-21 14:58:29
148d27957e1653a2e9c8c3771f5a5a0f,10,60,628,2,2025-03-21 14:58:29
614d9b959168fce3e0cbd0645acbb666,6,36,80,2,2025-03-21 14:58:29
675dbd52c3dadeafa9a8c96ea5a9bfc6,12,58,801,1,2025-03-21 14:58:29
5218cced384ab9377c69874bd7c703f3,7,51,1368,2,2025-03-21 14:58:29
28b5eddd0f9eb2e6a7dd8a36e0a79828,5,60,279,1,2025-03-21 14:58:29
52198ab6a720304fd80cac19c691a049,2,54,3569,2,2025-03-21 14:58:29
54a03278272d6b4da99f843fb8120754,7,52,920,4,2025-03-21 14:58:29
919f371545037a68a1585ef9f0b9494a,21,52,1427,1,2025-03-21 14:58:29
665839d5bdf604c2909beca037c57144,15,22,265,1,2025-03-21 14:58:29
a7f2b139c27a47d32a6ab4529c65c134,10,59,168,3,2025-03-21 14:58:29
c2c951d6f458fe552a49dcd590bdb4a6,5,55,661,1,2025-03-21 14:58:29
df3975eccff1508fbdf8874d3b4edadc,28,53,1909,1,2025-03-21 14:58:29
3cb11cc74ce2cf42fd23d867c18a7745,15,58,701,6,2025-03-21 14:58:29
c2c4115f38ec8f43e1052cf0735e289b,6,39,202,1,2025-03-21 14:58:29
3ea344b27741300cc4724d2a5af94460,5,57,729,1,2025-03-21 14:58:29
e8f625d123fb9e3cdf3e99bda7db0db1,7,54,664,1,2025-03-21 14:58:29
89005f5c60b53829a9a617fe5e292221,4,40,622,6,2025-03-21 14:58:29
298f838b1798d952580d034bf84bd33a,6,59,646,1,2025-03-21 14:58:29
1d3d7e2bc2cb75e4e2c798ec9aae0279,9,57,1260,2,2025-03-21 14:58:29
0f8977d115c52d93a05dd4eb7052baff,5,59,266,1,2025-03-21 14:58:29
353f9040451759cc7153da959db1e531,20,48,662,2,2025-03-21 14:58:29
8bc6752b88d4909a129ee0abfd76875b,23,17,746,1,2025-03-21 14:58:29
c83bfa25f218562a2db2cb8abce10e1e,5,63,150,2,2025-03-21 14:58:29
9892435c317b92530812ef9fe68cffc6,10,51,731,1,2025-03-21 14:58:29
332f784cac57e18f1194e8156ad5bd9d,2,55,1735,1,2025-03-21 14:58:29
09ae715b435241d687067cb868b056a7,5,42,1182,1,2025-03-21 14:58:29
c76ce8f19e21cfc8226f0551ed5da750,20,54,940,1,2025-03-21 14:58:29
0f4d27b820e317c951649da022895e0e,15,37,337,1,2025-03-21 14:58:29
926ecae86335e45fea05e1e39e9a5be9,5,51,339,2,2025-03-21 14:58:29
557484a8965bdc4e548658239f7663fd,16,52,1493,6,2025-03-21 14:58:29
70cc46ccdfff951dd7829395bce256ca,16,54,1318,1,2025-03-21 14:58:29
3d4c249691c5ff13ec7946d4d7a1aaa0,9,56,160,2,2025-03-21 14:58:29
167752e318335bf6bdd6906c4c470266,7,48,1422,1,2025-03-21 14:58:29
2b5000342506556984dc8d0dcdbd4921,21,58,108,1,2025-03-21 14:58:29
06ce9c3e61c7a07f872f8317a7dc534d,2,42,3887,1,2025-03-21 14:58:29
2f763ba79d9cd987b2034aac7ceffe06,25,45,1198,2,2025-03-21 14:58:29
e5d51a994a31fdaf8d7ec087d31a9576,2,44,610,1,2025-03-21 14:58:29
31d6f0a621ee145ae8c70304cf564483,10,54,691,2,2025-03-21 14:58:29
b9055c6417cea84a8198fec56ff6148f,16,58,291,1,2025-03-21 14:58:29
3f9714af5d7efa95476ebf732c9078c8,16,39,120,2,2025-03-21 14:58:29
995e25d9b46dee183004994645768d95,7,57,722,4,2025-03-21 14:58:29
f9aa001a859b11fd798bb386f3d07eb0,23,54,802,17,2025-03-21 14:58:29
05e75e2ebb007f6cadbc9925311b014b,6,63,522,2,2025-03-21 14:58:29
77e54bccbb383f52f76910f34d4cda43,2,32,1032,1,2025-03-21 14:58:29
8650c4bacaf0a2cd9ce38bd72004c276,2,42,951,2,2025-03-21 14:58:29
68db47d312d0b87e469762f0481d3b9c,16,60,681,4,2025-03-21 14:58:29
2756f88aa420dd0c5aa25b2db78d4664,9,58,381,3,2025-03-21 14:58:29
56e04ad5959e2c30a6754d9cc1f098f2,17,46,490,1,2025-03-21 14:58:29
1f8281d23bd0d53a9d2cea4bad53ca58,6,52,745,4,2025-03-21 14:58:29
d2806dfb8e3474bcba8b5bcd771ff12c,15,58,789,2,2025-03-21 14:58:29
0eb41884a8773e019708fb8409fd8347,12,41,1064,1,2025-03-21 14:58:29
1c0b635cee597371e54d222a1d8e0386,10,52,706,2,2025-03-21 14:58:29
3651da23518f818b7da19d3ec6c69f5e,6,33,1405,3,2025-03-21 14:58:29
37c4c3f162a9549087175b1391df2f02,2,30,530,1,2025-03-21 14:58:29
407eeaa1c0dcd776f6c2ad41db4c62e5,9,56,1613,2,2025-03-21 14:58:29
da37b504ecf6099b4f8af452ebdab0cc,12,39,1285,2,2025-03-21 14:58:29
04b2173a311a1fe1a8c90a59c0a0f474,23,41,186,2,2025-03-21 14:58:29
661d83b6b4988942aa9b449b57e12f81,15,60,48,1,2025-03-21 14:58:29
e337509290028e0c81c0ac93d7b1234e,4,46,2145,8,2025-03-21 14:58:29
50571d0f0f8ffbeec1c64cefeec01135,10,58,526,5,2025-03-21 14:58:29
b1fa0cf0885504d458c2a48e376ea087,6,52,603,2,2025-03-21 14:58:29
9d358fd2a77935cffa32834b50cfb21e,20,53,953,1,2025-03-21 14:58:29
3ae4b63ae37e03994e257921c73d50b8,5,59,282,2,2025-03-21 14:58:29
de907886b218bfa2e0097c1fdff81785,25,60,443,2,2025-03-21 14:58:29
d82bca823d7ea924fb38e011970205dd,6,49,1720,2,2025-03-21 14:58:29
27c63413ca2806bcab40a31d0f862a59,21,60,1271,1,2025-03-21 14:58:29
a93ad122024312ca432da7f7b32474b4,5,48,267,1,2025-03-21 14:58:29
98bf9f3941be6afbca9ea37f8eb0c466,23,40,287,6,2025-03-21 14:58:29
1fd95182c672cf5b10c82207ca5dab97,4,58,797,5,2025-03-21 14:58:29
ac01b71ddb644fe8806e71a6030accf9,6,29,250,2,2025-03-21 14:58:29
35e26f65c3f380cfe6257d771fb067d2,7,45,1134,1,2025-03-21 14:58:29
089cc17c8bf2226d13648392e33dabd7,3,32,999,3,2025-03-21 14:58:29
3fddda7e92c16fa45033a4373a116e00,8,45,650,1,2025-03-21 14:58:29
f110a8fd4a8052d5717ce2adc2bb71d0,7,57,1176,4,2025-03-21 14:58:29
5bf681c3d83a332fbb49765e3e572145,5,44,205,6,2025-03-21 14:58:29
a7bbff32c7321478b29f924301a1867d,5,31,322,2,2025-03-21 14:58:29
b88d27345de2feed45475bb48cca74b1,13,55,787,2,2025-03-21 14:58:29
52261c8a90724edab7b960c69dbf7a9c,5,24,761,4,2025-03-21 14:58:29
c72f08f769081bfde2959e39c5bde5d4,8,43,478,1,2025-03-21 14:58:29
7446478ea3cd9ec46d67ad284c09df66,5,48,2154,1,2025-03-21 14:58:29
c857b96593773e940454e76efa8eabb3,6,55,133,1,2025-03-21 14:58:29
ceae7ba6df69ce2b3d1ec03bcfafc31a,4,59,586,3,2025-03-21 14:58:29
683f5eb77d76cc28e35f087731199974,5,44,343,1,2025-03-21 14:58:29
4834f24983a4f056e5ae64265f723aaf,25,52,468,3,2025-03-21 14:58:29
575e0e0242a7a1900558645915d3d9f8,11,57,1551,1,2025-03-21 14:58:29
d53b2798a5e86b8db90ea3c4855cb409,15,44,952,3,2025-03-21 14:58:29
a861fc3f9efc96a2aa2f90a1e8a41875,5,56,217,1,2025-03-21 14:58:29
980ecbcc15fe174ec1e5757c4d75b1bf,27,48,157,1,2025-03-21 14:58:29
9914c493622d54a4297b480620db7cd7,16,45,434,2,2025-03-21 14:58:29
165c9d7f2d58ca8e4af9381c0b0226a4,25,34,279,4,2025-03-21 14:58:29
d19284bf0893e07e80c26fe4ad33458e,6,47,1750,4,2025-03-21 14:58:29
cb5df9426d14898cd286c3c5ac0b8cea,4,51,840,1,2025-03-21 14:58:29
057229db0353dff9e12e298e8f6429b9,5,35,564,1,2025-03-21 14:58:29
9739d07ec835e1c66eedb9a6df402bd5,20,44,354,5,2025-03-21 14:58:29
cb2a50959c992d8d56a80c45b59e0441,7,51,236,2,2025-03-21 14:58:29
c3f538a01c95c92ddb8055bcfc6f4bd0,29,48,2756,3,2025-03-21 14:58:29
8b41e0e27cc6de15e59de3853fcf51ce,6,51,1362,3,2025-03-21 14:58:29
39fbb313b6c8c6cc28e358f37e3068c1,10,57,500,1,2025-03-21 14:58:29
6d07236d4abe99b5b1cbf368971bf6e7,15,49,170,6,2025-03-21 14:58:29
7bcc81e7096d625f592094c60385ebc5,12,55,1633,1,2025-03-21 14:58:29
88ef4dcecbad145f927ebce34fbdde97,15,36,1588,4,2025-03-21 14:58:29
f3ff1b0df51e4b86a6dc168c8bfe7dc9,6,63,394,1,2025-03-21 14:58:29
27f53b8bf57426361b3e0174c16232e3,7,50,1352,2,2025-03-21 14:58:29
716229078d03301a1341876469a09752,3,53,192,1,2025-03-21 14:58:29
0aa186c65b07e61f5ac114182ab92a2b,3,40,202,1,2025-03-21 14:58:29
64b7b1d7151216b171067bafdb70d0bb,12,54,369,1,2025-03-21 14:58:29
fda6a1e500285956c972ec2fe10f4923,11,52,1412,1,2025-03-21 14:58:29
18047039004204f52054f74b9503b9fe,5,41,384,1,2025-03-21 14:58:29
a669398f595527fc03acc1ebda6b3cce,2,58,905,2,2025-03-21 14:58:29
1a596515dcbe1a261f8dc0640ccb5149,6,57,384,1,2025-03-21 14:58:29
70b1659e9e180610c8a5fd5753c85b80,8,52,1400,1,2025-03-21 14:58:29
0751d46ff778c72973f67da627093303,10,57,623,2,2025-03-21 14:58:29
d332776387e352fbd83df0136cf05db1,7,60,1483,1,2025-03-21 14:58:29
0a39e413aabaa89275742e9707f60f86,6,55,529,4,2025-03-21 14:58:29
6722735e7b6ea43bbd86b1c9074c3057,4,52,231,1,2025-03-21 14:58:29
cabf8b8ae04dbb649a84f493660febbe,6,54,553,1,2025-03-21 14:58:29
b0069f9a7b1811276378d64200846ea3,25,47,653,1,2025-03-21 14:58:29
9474f3c0da0c4fd0bdf88cf6ac1b5d04,6,51,208,3,2025-03-21 14:58:29
6bebe9cd650ba6c55af91897a572e3d7,10,55,139,5,2025-03-21 14:58:29
44feb28a74abb0f2f303412d60160750,28,40,1120,1,2025-03-21 14:58:29
c47d256557f7fa30144ecea5722eebc2,13,59,307,2,2025-03-21 14:58:29
42212fc3d57c0e2242bd661e94e1e067,9,45,702,4,2025-03-21 14:58:29
edffab3eae08991a067c2c7664821661,6,55,1646,1,2025-03-21 14:58:29
42830ac3bef5dc8b398055683e52ad9a,10,52,1030,4,2025-03-21 14:58:29
a8115d34a4b7b74388da609692162c37,3,34,1080,2,2025-03-21 14:58:29
f0bc8fe90b1c3901a14ba52f6aa17273,9,60,549,4,2025-03-21 14:58:29
418b40c9e83b7e5ac79e4a7ef975ebbe,21,47,796,3,2025-03-21 14:58:29
89c5f56df4c7712aa9b0aefb21743989,7,48,541,4,2025-03-21 14:58:29
29d7696e65020b6cf7846bc4d7668f65,9,59,400,2,2025-03-21 14:58:29
8aa74335629d7d8e4ab23653b04ec65b,5,42,237,1,2025-03-21 14:58:29
6965419e0d5116b685c3f825e4752231,3,34,774,1,2025-03-21 14:58:29
d248fe1e952b5b5d62572369cc23ac3c,10,34,608,3,2025-03-21 14:58:29
9d29a021677d35a6b84c543bbdbcf120,5,50,205,1,2025-03-21 14:58:29
169837a0e2864f37482261c3d7a2dd80,2,53,3826,2,2025-03-21 14:58:29
1c4b558889819d00efc1ec52e76bc450,12,58,374,6,2025-03-21 14:58:29
701657bde0d39ea77205d996a89d9009,22,60,1511,5,2025-03-21 14:58:29
d9d1f8a93d1a991de6f45594b717b858,3,57,2637,3,2025-03-21 14:58:29
4b7abf05291c02396d0c60ed5e03e2a9,2,32,820,1,2025-03-21 14:58:29
bd481cb85531aa8ef9c09eb9e6a9e0a9,10,27,819,1,2025-03-21 14:58:29
d0688f07b0aa9bfd7535de718425d8f5,13,47,167,4,2025-03-21 14:58:29
7552749c1a1124b5590d5b7206324daa,6,38,478,2,2025-03-21 14:58:29
ae8a92195eb75e94998a210eeb51693e,7,43,513,1,2025-03-21 14:58:29
8d77b937d01f4d6ca31ea084ec26fced,10,60,415,7,2025-03-21 14:58:29
29e4631be78811ab993ae12613053b53,4,58,623,1,2025-03-21 14:58:29
331f7c3a5502a8007a966f70e151e89d,4,41,547,4,2025-03-21 14:58:29
0044d70d4e53450c0fbb8255446a797b,7,51,695,1,2025-03-21 14:58:29
03894c9a40bf32b84a349ef0ddfccc1d,5,59,675,1,2025-03-21 14:58:29
ea44caac707f7f1325182a538007f838,12,59,809,5,2025-03-21 14:58:29
1708d4cfc42166dc7f44e1ad501f4933,5,48,306,1,2025-03-21 14:58:29
344cf40b4cf885e32de129b0917e4a33,16,54,713,1,2025-03-21 14:58:29
237629a2fbb505d4db6ef67408dcf5bf,5,54,460,1,2025-03-21 14:58:29
188ca16451af4da0cdad2750f9973fd6,15,36,210,1,2025-03-21 14:58:29
8ccac7e503c0ba1f7e7b3aafeae52cca,6,35,596,4,2025-03-21 14:58:29
528006c231a0ed1649af2db0ab6c69ed,7,47,80,1,2025-03-21 14:58:29
bb706a70fa03c46aa8d5f4a15505ce1a,14,55,594,1,2025-03-21 14:58:29
e2acf075e3634e6f0c26e4e88c1bf9d7,6,33,332,1,2025-03-21 14:58:29
f71c0f4ee48321ba6b82205b2fc9e08f,6,30,669,4,2025-03-21 14:58:29
933bdcaec5fb56654d35ffaae48c7068,5,48,557,3,2025-03-21 14:58:29
75aabf28c2ab4533f72b84fb5b061354,2,44,635,1,2025-03-21 14:58:29
0bd478959805d86aabe80febd51789e4,7,55,985,1,2025-03-21 14:58:29
9239c49d7d0e542d0e12a9023771ef51,16,55,2038,6,2025-03-21 14:58:29
90f97298579cd20412fdcc9b7a2d4b6b,11,31,502,1,2025-03-21 14:58:29
812f428f6757ab16c46cffc68f2e90c5,6,53,1991,2,2025-03-21 14:58:29
d951b7ee80638f0b34111a091327be42,8,54,522,1,2025-03-21 14:58:29
f2a949f938c95d18433bebfb12afe395,4,60,1657,3,2025-03-21 14:58:29
f18e94c9042a09a45c22444e432c0fe5,7,54,493,1,2025-03-21 14:58:29
759329d7653fd0c9a2b00d60aa8dd047,7,48,541,1,2025-03-21 14:58:29
f6bd73f359ad6b91076b19cc0b70b44a,3,60,878,5,2025-03-21 14:58:29
d8347a6f6301cb4343a6e05e095e5871,13,60,815,5,2025-03-21 14:58:29
ede2db86fe8aefa5df3788e970819229,23,43,261,4,2025-03-21 14:58:29
6ebdbcab1f0dc7e1d3ecb01c1b140ade,5,59,333,1,2025-03-21 14:58:29
28447390cfd2a411fcb8c008b6163da2,15,57,696,4,2025-03-21 14:58:29
9e572ff4654f7064419d97a891a8b0fc,5,52,167,1,2025-03-21 14:58:29
2ac7c9339ff85fff3e1aee3eaf7bb315,5,43,357,1,2025-03-21 14:58:29
e693be8d8b92c327a28dbadd6abedd0d,13,39,1361,1,2025-03-21 14:58:29
3db5eb72ddad50a83599e1f0741caf7f,16,47,186,2,2025-03-21 14:58:29
d7205c0ebebe2744d7c2e44b6d69cc95,5,50,145,3,2025-03-21 14:58:29
49e1eb2294c024ad435adb2b1de09336,5,56,179,1,2025-03-21 14:58:29
7b0f65d848af0681e064d72f0d44e862,3,27,645,2,2025-03-21 14:58:29
f4d1833c85057a25ac14374dda132701,2,63,1421,5,2025-03-21 14:58:29
ee8eb0990ff05d13d55e89350ce16a3d,5,44,826,4,2025-03-21 14:58:29
30b426aecc4e322e14030c1f384b1763,7,25,1002,1,2025-03-21 14:58:29
d0b9d3d449a97f582b325f11b512bfd2,28,35,1254,4,2025-03-21 14:58:29
f03e2584cfc057f8bf76bf5683955585,15,38,1338,2,2025-03-21 14:58:29
ecd4bfa8cb104e8a1655dd59d1332d29,5,43,165,2,2025-03-21 14:58:29
4a625789888350aabb6b1acd0e8f9e39,6,49,833,1,2025-03-21 14:58:29
da77fdd937aba84787dbbba9231f79f8,4,59,1655,3,2025-03-21 14:58:29
753de82a096285dc21658d87c4933771,10,41,187,1,2025-03-21 14:58:29
7642ddbf174d9a97119510f56be6c201,15,55,1131,3,2025-03-21 14:58:29
b5c114b11d53b6fd85a6a90790f0b479,5,30,678,3,2025-03-21 14:58:29
54668f8d7fb456c8977d5ca817dab50c,5,49,486,1,2025-03-21 14:58:29
0f18321a5c6483ce8d2b2785f0c8f25d,10,33,406,1,2025-03-21 14:58:29
2d80845a6f78e68221e4965655a9a9b8,21,54,192,1,2025-03-21 14:58:29
d5448c89ef7dc8228e12ae75e180ba74,9,44,101,1,2025-03-21 14:58:29
d0fac709247e97e9b44a5351891ef9f3,4,60,968,3,2025-03-21 14:58:29
9256d5ffeddcdb1ee516de53414ff1a2,9,59,540,3,2025-03-21 14:58:29
e40c9663823a220588b8f0c552ff5c03,22,54,275,2,2025-03-21 14:58:29
31a2f42a87890f87d77daebdfabc182e,15,58,419,5,2025-03-21 14:58:29
8fae593cc19dca7764e3eea78ec0fd77,9,40,1886,2,2025-03-21 14:58:29
8cab8abac59158715e0d70a36c807415,7,56,1392,4,2025-03-21 14:58:29
39af1cd37608a2db10b81fd2350ce047,23,41,998,1,2025-03-21 14:58:29
ce776bb92d4579d4ea61c2a009a2ab67,10,40,262,1,2025-03-21 14:58:29
19998f21eb0c32c91d5530613a490f41,10,49,705,2,2025-03-21 14:58:29
cfe3de98710935b80905117b165e6799,6,39,354,1,2025-03-21 14:58:29
15a9e834e89eab39d973492882c658d6,5,52,530,6,2025-03-21 14:58:29
1fd5b8526b883f92d22dc09cda3031e3,5,54,123,2,2025-03-21 14:58:29
52875639c307f1a60e501898dcf12a4a,4,58,1020,3,2025-03-21 14:58:29
3133d254cf85a65d8e94f39e38ded239,2,45,918,1,2025-03-21 14:58:29
53d2c16e7356d124bb2a3f64ca920754,7,60,1412,2,2025-03-21 14:58:29
e145fe0be63a7cfdb3b2d57c6769cec1,21,54,246,1,2025-03-21 14:58:29
f24fac234abea1ab9560893ecc15a573,4,51,1001,1,2025-03-21 14:58:29
d4cd62aeff97bcd3154deb9488f0cc5c,2,15,726,1,2025-03-21 14:58:29
b41f1b93d5b478ecc56bcd6285c3a696,7,57,1537,5,2025-03-21 14:58:29
1cd4e06e315c38b1a4a3268caa41fcd8,20,53,805,1,2025-03-21 14:58:29
a8d952e8e5436a6fe36d24c402d100de,9,60,540,6,2025-03-21 14:58:29
2ad7e937566ede4b158f9b06656b69ef,7,49,1840,5,2025-03-21 14:58:29
a1fa8c0b1d3e019af17cb198cefa4691,21,57,137,1,2025-03-21 14:58:29
7dcc2e60786a27f4a3115fdf666b81fe,10,60,487,15,2025-03-21 14:58:29
c9bf1f1d7fdb5fa18943e2d9dad5de02,5,56,1220,2,2025-03-21 14:58:29
3c07c4a8d970b0ffad8a97bd6b5e478c,6,56,1750,3,2025-03-21 14:58:29
822c9ab05e9b8114704a5b2cd8639585,8,49,300,1,2025-03-21 14:58:29
f706789a48ef8564b44640d0180b1aa7,5,39,292,1,2025-03-21 14:58:29
cec6ba506483e17644eb48ee6694f5cf,16,56,354,1,2025-03-21 14:58:29
2cbd0f06c3123f0bd14c4bffc0498996,9,52,728,1,2025-03-21 14:58:29
06ae026e430189633c2fbd0288c86257,10,36,562,1,2025-03-21 14:58:29
aba92acbdc38cb3a656015d4fa601a23,9,59,502,1,2025-03-21 14:58:29
b520bae2a8c9790cac40196cb2025283,6,40,94,5,2025-03-21 14:58:29
f97ad9066c718a6cef93dfcf253d3e0d,6,63,886,5,2025-03-21 14:58:29
40f9995eecfc68f54991ca49582e9885,9,60,816,1,2025-03-21 14:58:29
4228bf901c8db392cbffcbc1f14a13e2,25,42,943,1,2025-03-21 14:58:29
7e5fe07db814cff1e50a7561a10e37ef,5,54,672,2,2025-03-21 14:58:29
836c4b48c2b383bb38bb5788f828c596,22,47,187,2,2025-03-21 14:58:29
42283300f3811baee739f5f6edc6feee,16,60,1988,3,2025-03-21 14:58:29
37b4783642fb927cc790934843b00b06,6,31,479,3,2025-03-21 14:58:29
189e539d996a9b8ba4bba1a140a024a7,2,59,763,2,2025-03-21 14:58:29
e71435b372f90893385344e8be3a7696,5,43,2372,1,2025-03-21 14:58:29
